1738,210,1614518167.753158,dn
1738,210,1614518167.9021578,up
1736,269,1614518168.5331573,sd
1736,269,1614518168.5561585,sd
1736,269,1614518168.5801578,sd
1736,270,1614518168.6441574,sd
1736,271,1614518168.909157,sd
1736,271,1614518168.9261577,sd
1736,271,1614518168.9451573,sd
1736,271,1614518168.9671574,sd
1736,271,1614518169.244157,sd
1736,271,1614518169.2631578,sd
1736,271,1614518169.2761576,sd
1736,271,1614518169.2901578,sd
1736,271,1614518169.3111577,sd
1736,271,1614518169.615157,sd
1736,271,1614518169.634157,sd
1736,271,1614518169.652158,sd
1736,271,1614518169.6781576,sd
1697,366,1614518171.2281582,dn
1697,366,1614518171.3061578,up
497,424,1614518173.163158,dn
497,424,1614518173.2381577,up
1572,200,1614518173.846158,dn
1573,200,1614518173.920158,up
