1740,331,1614518049.6612442,dn
1740,331,1614518049.750245,up
1738,331,1614518050.292244,sd
1738,331,1614518050.308244,sd
1738,331,1614518050.3232434,sd
1738,331,1614518050.3372438,sd
1738,331,1614518050.6422439,sd
1738,331,1614518050.662244,sd
1738,331,1614518050.6792448,sd
1738,331,1614518050.6952443,sd
1738,331,1614518050.733244,sd
1738,331,1614518050.986245,sd
1738,331,1614518051.0042434,sd
1738,331,1614518051.0182433,sd
1738,331,1614518051.035244,sd
1738,331,1614518051.0622442,sd
1738,331,1614518051.3212438,sd
1738,331,1614518051.3392444,sd
1738,331,1614518051.3582435,sd
1738,331,1614518051.3932445,sd
1720,458,1614518052.0302436,dn
1720,458,1614518052.1142435,up
589,481,1614518053.069371,dn
589,481,1614518053.1333709,up
1569,202,1614518053.6843705,dn
1569,202,1614518053.7413707,up
