860,929,1614517968.8875678,dn
860,929,1614517968.9665687,up
860,929,1614517969.902567,dn
860,929,1614517970.0095668,up
291,431,1614517970.808567,dn
291,431,1614517970.8835666,up
454,250,1614517971.6745672,dn
454,250,1614517971.7815673,up
636,395,1614517972.774567,dn
636,395,1614517972.8725681,up
657,529,1614517973.6885676,dn
657,530,1614517973.759567,up
1186,751,1614517974.927567,dn
1186,751,1614517974.9975665,up
