924,954,1616068251.7391872,dn
924,954,1616068251.8091943,up
1346,948,1616068253.5601792,dn
1346,948,1616068253.6111798,up
1653,418,1616068254.7831783,dn
1653,418,1616068254.8571775,up
566,258,1616068255.4572444,dn
566,258,1616068255.5312476,up
616,476,1616068256.8461266,dn
616,477,1616068256.9261286,up
654,539,1616068257.6241262,dn
654,540,1616068257.6911278,up
