1822,611,1614494604.4343243,dn
1822,611,1614494604.5053241,up
1509,330,1614494607.5803244,dn
1509,330,1614494607.7103245,up
1587,218,1614494608.3003244,dn
1587,218,1614494608.3813238,up
1817,603,1614494609.1573255,dn
1817,603,1614494609.2073243,up
1036,196,1614494610.8643243,dn
1036,196,1614494610.971325,up
1596,222,1614494611.581324,dn
1596,222,1614494611.6673243,up
