1740,331,1614519228.6612442,dn
1740,331,1614519228.750245,up
1738,331,1614519229.292244,sd
1738,331,1614519229.308244,sd
1738,331,1614519229.3232434,sd
1738,331,1614519229.3372438,sd
1738,331,1614519229.6422439,sd
1738,331,1614519229.662244,sd
1738,331,1614519229.6792448,sd
1738,331,1614519229.6952443,sd
1738,331,1614519229.733244,sd
1738,331,1614519229.986245,sd
1738,331,1614519230.0042434,sd
1738,331,1614519230.0182433,sd
1738,331,1614519230.035244,sd
1738,331,1614519230.0622442,sd
1738,331,1614519230.3212438,sd
1738,331,1614519230.3392444,sd
1738,331,1614519230.3582435,sd
1738,331,1614519230.3932445,sd
1720,458,1614519232.0302436,dn
1720,458,1614519232.1142435,up
